#This file contains the measurements of lines in the MagE sample. Generated by EW_fitter.py.
#Columns are:
#label: shortlabel of the galaxy/knot
#line_lab: label of the line the code was asked to fit
#obs_wav: observed frame wavelength of the line (A)
#rest_wave: rest frame wavelength of the line (A)
#type: is it emission or ism etc.
#EWr_fit: eqv width as calculated from the Gaussian fit to the line (A)
#EWr__fit_u: error in above qty. (A)
#EWr_sum: eqv width as calculated by summing the flux (A)
#EWr_sum_u: error in above qty. (A)
#f_line: flux i.e. area under Gaussian fit (erg/s/cm^2)
#f_line_u: error in above qty. (erg/s/cm^2)
#wt_mn_flux: weighted mean flux at the center of the line (erg/s/cm^2)
#onesig_err_wt_mn_flux: 1 sigma uncertainty in weighted mean flux at the center of the line (erg/s/cm^2)
#fit_cont: continuum, as from the fit (continuum normalised fit)
#fit_fl: amplitude, as from the fit (continuum normalised fit)
#fit_cen: center, as from the fit (continuum normalised fit)
#fit_cen_u: error in above qty. (A)
#fit_sig: sigma, as from the fit (A)
#zz: Corrected redshift of this line, from the fitted center
#zz_u: error in above qty.
#NaN means either the code was unable to fit the line OR the fit was below 3 sigma flux error at that point
#
label	line_lab	obs_wav	rest_wave	type	EWr_fit	EWr_fit_u	EWr_sum	EWr_sum_u	f_line	f_line_u	med_bin_flux	mad_bin_flux	significance	fit_cont	fit_fl	fit_cen	fit_cen_u	fit_sig	zz	zz_u
S1429+1202	CIII]1906	7292.1091	1906.683	EMISSION	-0.2642	0.0928	-3.4334963414e+17	1.16763675685e+16	4.3111e-18	1.5146e-18	2.4648e-18	3.2284e-18	0.57192	1.0	0.2918	7292.4787	0.3622	1.3813	2.8247	0.0002
S1429+1202	CIII]1908	7299.9532	1908.734	EMISSION	-0.2694	0.128	-2.95861405117e+17	1.24989709605e+16	4.4228e-18	2.1021e-18	2.4648e-18	3.2284e-18	0.60649	1.0	0.2021	7300.8591	0.7233	2.034	2.825	0.0004
S1429+1202	NII]2140	8184.43	2140.0	EMISSION	-0.0	0.0588	-2.05707186649e+17	1.33050620935e+16	2.2531e-32	1.1382e-18	-4.4003e-18	3.329e-18	1.3218	1.0	0.0	8186.998	0.0	1.1695	2.8257	0.0
S1458-0023	CIII977	4383.7226	977.02	EMISSION	-0.0	0.0719	-8.38044761432e+16	3.35193185174e+16	4.127e-29	8.7939e-19	-2.9885e-18	2.1011e-18	1.4223	1.0	0.0	4384.0158	23631281440.9	0.8241	3.4871	24187101.0224
S1458-0023	NII1084	4866.2628	1084.5659	FINESTR	-0.0	0.1016	-3.00226542189e+17	3.13839174337e+16	3.3425e-26	1.2475e-18	2.017e-19	5.6533e-18	-0.035679	1.0	0.0	4866.5882	39175033.8109	0.9148	3.4871	36120.4735
S1458-0023	NII1085	4870.6011	1085.5328	FINESTR	-0.2245	0.2508	-3.59744668e+17	3.27754169731e+16	2.7463e-18	3.0691e-18	2.017e-19	5.6533e-18	0.45011	1.0	0.1942	4870.9268	1.7037	2.0684	3.4871	0.0016
S1458-0023	CII1334	5984.0428	1334.5323	ISM	1.5581	0.1635	-9.2186312883e+16	1.62247421921e+16	-2.6472e-17	2.7774e-18	2.7099e-19	1.3193e-18	20.271	1.0	-1.0968	5987.3862	0.1935	2.5412	3.4865	0.0001
S1458-0023	CII1335b	5992.8928	1335.663	FINESTR	-0.0	0.4614	-1.96321123608e+17	1.67796358794e+16	1.5201e-37	7.8434e-18	2.7099e-19	1.3193e-18	-0.20541	1.0	0.0	5993.2935	0.0	1.1266	3.4871	0.0
S1458-0023	CII1335c	5993.0947	1335.708	EMISSION	-0.0	0.4481	-1.89639685841e+17	1.6128969609e+16	1.8267e-37	7.6185e-18	2.7099e-19	1.3193e-18	-0.20541	1.0	0.0	5993.4954	0.0	1.1266	3.4871	0.0
S1458-0023	NIV]1486	6669.6728	1486.5	EMISSION	-0.0496	0.2664	-6.78638660191e+17	6.09168446263e+16	4.1367e-19	2.224e-18	-8.1164e-19	9.1137e-19	1.3445	1.0	0.0313	6670.1187	11.3542	2.8323	3.4871	0.0076
S1458-0023	SiII1533	6880.2451	1533.4312	FINESTR	-0.1292	0.1964	-8.28883757424e+17	7.3015210374e+16	9.4101e-19	1.4307e-18	-2.1076e-18	1.1674e-18	2.6114	1.0	0.1788	6880.7051	1.544	1.2934	3.4871	0.001
S1458-0023	HeII1640	7360.2722	1640.417	EMISSION			-6.29104454094e+17	7.69209805375e+16			3.8088e-18	1.1843e-18								
S1458-0023	OIII]1660	7451.7676	1660.809	EMISSION	-0.2173	0.1688	-6.44400447212e+17	4.10121691454e+16	2.5431e-18	1.9747e-18	-1.4757e-18	3.7182e-18	1.0808	1.0	0.2777	7451.3723	0.8238	1.4008	3.4866	0.0005
S1458-0023	OIII1666	7475.7318	1666.15	EMISSION	-0.078	0.3376	-4.90789461626e+17	5.23969344656e+16	9.7301e-19	4.2126e-18	-1.4757e-18	3.7182e-18	0.65858	1.0	0.044	7476.2316	10.3601	3.1747	3.4871	0.0062
S1527+0652	CIII977	3675.8228	977.02	EMISSION	-0.0	0.1334	-4.43188320881e+16	5.55635993222e+16	2.5919e-29	1.51e-18	-4.6271e-18	2.5006e-18	1.8504	1.0	0.0	3676.0573	46420227588.8	0.6187	2.7625	47512054.6036
S1527+0652	NII1084	4080.4406	1084.5659	FINESTR	-0.0	0.046	-5.85296676682e+16	9.10921912497e+15	5.0918e-29	1.0322e-18	1.9433e-18	4.8046e-18	-0.40446	1.0	0.0	4080.7009	16374832175.9	0.6868	2.7625	15098051.8343
S1527+0652	NII1085	4084.0783	1085.5328	FINESTR	-0.0	0.0453	-9.16672661995e+16	9.21488468332e+15	5.5143e-35	1.0126e-18	1.9433e-18	4.8046e-18	-0.40446	1.0	0.0	4084.3389	0.0	0.6874	2.7625	0.0
S1527+0652	CII1334	5018.3753	1334.5323	ISM	0.9542	0.0796	-7.8025531574e+16	4.32094743666e+15	-2.7061e-17	2.2578e-18	-9.6064e-19	1.0991e-18	23.747	1.0	-0.6717	5018.7756	0.1331	2.1311	2.7607	0.0001
S1527+0652	CII1335b	5025.1382	1335.663	FINESTR	-0.0	30.4911	-1.43492557448e+17	4.2692022511e+15	1.8036e-27	8.6536e-16	-9.6064e-19	1.0991e-18	0.87403	1.0	0.0	5025.4588	21317665157.3	0.8458	2.7625	15960362.1253
S1527+0652	CII1335c	5025.3075	1335.708	EMISSION	-0.0787	30.0805	-1.43492557448e+17	4.2692022511e+15	2.2328e-18	8.5371e-16	-9.6064e-19	1.0991e-18	2.9055	1.0	0.1396	5025.6281	56.1769	0.8458	2.7625	0.0421
S1527+0652	NIV]1486	5592.6292	1486.5	EMISSION	-0.1834	0.091	-1.97998403958e+17	5.70532614039e+15	4.7254e-18	2.3456e-18	2.1861e-18	9.0483e-19	2.8064	1.0	0.1159	5592.986	0.9154	2.375	2.7625	0.0006
S1527+0652	SiII1533	5769.1975	1533.4312	FINESTR	-0.1446	0.0664	-2.16671035324e+17	6.57820894311e+15	3.5609e-18	1.634e-18	-1.7457e-18	3.3689e-18	1.5752	1.0	0.2236	5769.1871	0.336	0.971	2.7623	0.0002
S1527+0652	HeII1640	6171.7081	1640.417	EMISSION	-0.0575	0.0654	-2.19587944252e+17	6.51610808828e+15	1.4229e-18	1.6205e-18	-3.5335e-19	1.907e-18	0.93144	1.0	0.083	6171.3144	0.8956	1.0388	2.762	0.0005
S1527+0652	OIII]1660	6248.4285	1660.809	EMISSION	-0.0898	0.061	-2.27868495472e+17	6.1845109126e+15	2.2105e-18	1.5026e-18	5.8468e-19	1.7739e-18	0.91652	1.0	0.1281	6248.8271	0.5373	1.0517	2.7625	0.0003
S1527+0652	OIII1666	6268.5228	1666.15	EMISSION	-0.3665	0.1038	-2.35242029462e+17	6.84540252633e+15	8.9759e-18	2.5431e-18	5.8468e-19	1.7739e-18	4.7304	1.0	0.2156	6268.1229	0.5456	2.5514	2.762	0.0003
S1527+0652	SiIII1882	7083.2709	1882.707	EMISSION	-0.1661	0.0782	-2.86013811614e+17	8.21370547242e+15	3.6369e-18	1.7125e-18	-6.1335e-19	3.6856e-18	1.1532	1.0	0.1871	7083.7227	0.4689	1.3318	2.7625	0.0002
S1527+0652	SiIII1892	7118.3429	1892.029	EMISSION	-0.014	0.064	-2.69886335904e+17	7.13989478179e+15	3.0518e-19	1.3911e-18	-2.9104e-18	1.2143e-18	2.6482	1.0	0.0176	7118.0996	4.1275	1.1981	2.7622	0.0022
S1527+0652	CIII]1906	7173.4753	1906.683	EMISSION	-0.2225	0.0684	-3.0686568947e+17	7.63886949846e+15	4.8342e-18	1.4868e-18	-4.5364e-18	1.8745e-18	4.9991	1.0	0.2766	7173.4316	0.282	1.2074	2.7623	0.0001
S1527+0652	CIII]1908	7181.1918	1908.734	EMISSION	-0.0	0.0378	-2.56039732644e+17	7.72932824679e+15	9.2685e-28	8.2101e-19	-4.5364e-18	1.8745e-18	2.4201	1.0	0.0	7181.646	1502090121.04	1.2087	2.7625	786956.2344
S1527+0652	NII]2140	8051.2792	2140.0	EMISSION	-0.343	0.1325	-3.30609132087e+17	1.20217664531e+16	8.4095e-18	3.2495e-18	2.1425e-18	5.4175e-18	1.1568	1.0	0.2923	8051.7928	0.5743	1.7614	2.7625	0.0003
S2111-0114	CIII977	3769.0501	977.02	EMISSION	-0.0	0.1314	-1.92295643838e+17	4.54268212344e+16	4.1721e-27	1.721e-18	-1.618e-18	1.2393e-18	1.3056	1.0	0.0	3768.4638	390027755.156	0.6666	2.8571	399201.4034
S2111-0114	NII1084	4183.9299	1084.5659	FINESTR	-0.0	0.0663	-1.67386915119e+17	1.92351112568e+16	1.6738e-28	1.0855e-18	2.8208e-18	2.3056e-18	-1.2235	1.0	0.0	4184.5806	6821293158.53	0.74	2.8583	6289422.4856
S2111-0114	NII1085	4187.6599	1085.5328	FINESTR	-0.0	0.0672	-9.12110013657e+16	1.8088771302e+16	1.2779e-27	1.0986e-18	2.8208e-18	2.3056e-18	-1.2235	1.0	0.0	4187.0086	912614373.865	0.7407	2.8571	840706.4014
S2111-0114	CII1334	5148.2253	1334.5323	ISM	0.2284	0.2019	-2.87908431183e+17	1.4249262556e+16	-3.2542e-18	2.8763e-18	2.1041e-19	9.632e-19	3.5969	1.0	-0.1608	5149.026	1.8247	2.1862	2.8583	0.0014
S2111-0114	CII1335b	5152.5872	1335.663	FINESTR	-0.0	0.0608	-2.67243003192e+17	1.41897819761e+16	1.0855e-31	8.6605e-19	2.1041e-19	9.632e-19	-0.21844	1.0	0.0	5153.3886	0.0	0.9113	2.8583	0.0
S2111-0114	CII1335c	5152.7608	1335.708	EMISSION	-0.0	0.1082	-2.67243003192e+17	1.41897819761e+16	1.5422e-31	1.5414e-18	2.1041e-19	9.632e-19	-0.21844	1.0	0.0	5151.9593	0.0	0.9114	2.8571	0.0
S2111-0114	NIV]1486	5734.4711	1486.5	EMISSION	-0.0	0.0549	-3.42185713907e+17	1.9723425149e+16	3.439e-27	6.9569e-19	-2.7628e-19	1.3093e-18	0.21101	1.0	0.0	5735.3629	289569790.612	1.0142	2.8583	194799.7246
S2111-0114	SiII1533	5915.5175	1533.4312	FINESTR	-0.1576	0.1389	-4.52546505625e+17	2.81148788623e+16	1.8852e-18	1.6616e-18	1.2001e-18	3.4263e-18	0.19996	1.0	0.2319	5916.3667	0.6865	1.0463	2.8583	0.0004
S2111-0114	HeII1640	6328.2367	1640.417	EMISSION	-0.2903	0.1662	-6.26209541731e+17	3.0202684991e+16	2.9977e-18	1.7166e-18	3.1021e-18	3.5499e-18	-0.02939	1.0	0.2469	6329.2209	0.8494	1.8092	2.8583	0.0005
S2111-0114	OIII]1660	6406.9029	1660.809	EMISSION	-0.0	0.0632	-5.08628392226e+17	3.11322917653e+16	2.2177e-34	6.1115e-19	-1.9237e-18	3.3133e-18	0.58061	1.0	0.0	6407.8994	0.0	1.1332	2.8583	0.0
S2111-0114	OIII1666	6427.5069	1666.15	EMISSION	-0.0469	0.1208	-5.54610013358e+17	3.07748420697e+16	4.4559e-19	1.1479e-18	-1.9237e-18	3.3133e-18	0.7151	1.0	0.0635	6428.3641	2.2173	1.1368	2.8582	0.0013
S2111-0114	SiIII1882	7262.9188	1882.707	EMISSION	-0.254	0.2483	-9.18671754312e+17	5.1063866291e+16	1.9287e-18	1.8853e-18	5.1554e-19	1.4907e-18	0.94802	1.0	0.1267	7264.0484	2.2296	3.0843	2.8583	0.0012
S2111-0114	SiIII1892	7298.8803	1892.029	EMISSION	-0.0	0.103	-6.63142163952e+17	5.32386524146e+16	4.0111e-30	8.2441e-19	2.0834e-18	2.7479e-18	-0.75818	1.0	0.0	7297.7451	0.0	1.2909	2.8571	0.0
S2111-0114	CIII]1906	7355.411	1906.683	EMISSION	-0.0	0.1132	-7.43557405232e+17	4.69155048301e+16	1.3852e-31	9.3522e-19	1.8999e-18	3.0009e-18	-0.63311	1.0	0.0	7356.555	0.0	2.3274	2.8583	0.0
S2111-0114	CIII]1908	7363.3232	1908.734	EMISSION	-0.0	0.11	-6.15516272556e+17	6.09453021969e+16	2.5133e-41	9.0661e-19	1.8999e-18	3.0009e-18	-0.63311	1.0	0.0	7362.1779	0.0	1.3027	2.8571	0.0
S2111-0114	NII]2140	8255.478	2140.0	EMISSION	-0.0568	0.3545	-5.77964872208e+17	4.66609787668e+16	6.8285e-19	4.2623e-18	-1.5587e-19	3.9373e-18	0.21302	1.0	0.0249	8256.762	16.3889	3.5058	2.8583	0.0077
Cosmic~Eye	CIII977	3979.891	977.02	EMISSION	-0.0	0.1182	-7.7421009891e+16	4.92951387266e+16	1.5206e-29	1.3841e-18	-5.8399e-18	5.1337e-18	1.1376	1.0	0.0	3980.5936	69243336919.2	0.7326	3.0742	70871974.9024
Cosmic~Eye	NII1084	4417.9792	1084.5659	FINESTR	-0.0	0.0341	-4.48962269509e+16	6.76311067941e+15	2.6036e-29	8.6212e-19	2.4121e-18	1.1772e-17	-0.20491	1.0	0.0	4417.1983	23265361256.0	0.8132	3.0728	21451311.77
Cosmic~Eye	NII1085	4421.9179	1085.5328	FINESTR	-0.0	0.0391	-3.25631464642e+16	7.21854685672e+15	1.0911e-29	9.9027e-19	2.4121e-18	1.1772e-17	-0.20491	1.0	0.0	4421.1363	35165234393.7	0.814	3.0728	32394446.6659
Cosmic~Eye	CII1334	5434.6933	1334.5323	ISM	1.473	0.0671	-3.37354123847e+16	1.95758294667e+15	-6.4175e-17	2.9231e-18	9.5861e-19	3.2889e-18	19.804	1.0	-1.0369	5435.8944	0.0863	2.3079	3.0733	0.0001
Cosmic~Eye	CII1335b	5440.8232	1335.663	FINESTR	-0.0	0.1934	-1.32286454266e+16	1.94249550795e+15	1.8299e-29	8.4242e-18	9.5861e-19	3.2889e-18	-0.29146	1.0	0.0	5439.8616	27036761676.4	1.0015	3.0728	20242203.068
Cosmic~Eye	CII1335c	5441.0065	1335.708	EMISSION	-0.0	0.1817	-1.32286454266e+16	1.94249550795e+15	1.1696e-29	7.9146e-18	9.5861e-19	3.2889e-18	-0.29146	1.0	0.0	5440.0448	0.0	1.0016	3.0728	0.0
Cosmic~Eye	NIV]1486	6055.2577	1486.5	EMISSION	-0.1325	0.0604	-1.32108610972e+17	2.47454116933e+15	5.5059e-18	2.5089e-18	1.1733e-18	2.5993e-18	1.6668	1.0	0.0837	6056.328	0.8856	2.5714	3.0742	0.0006
Cosmic~Eye	SiII1533	6246.432	1533.4312	FINESTR	-0.0	0.0241	-1.24673672122e+17	2.85106233387e+15	5.1146e-29	9.5684e-19	-1.4913e-17	1.1819e-17	1.2619	1.0	0.0	6245.3279	16218659668.2	1.1498	3.0728	10576711.67
Cosmic~Eye	HeII1640	6682.2386	1640.417	EMISSION	-0.1798	0.0601	-1.62633721795e+17	2.64003155028e+15	7.0097e-18	2.3437e-18	4.3354e-18	2.093e-18	1.2777	1.0	0.103	6683.3207	0.716	2.8377	3.0742	0.0004
Cosmic~Eye	OIII]1660	6765.3055	1660.809	EMISSION	-0.2827	0.0555	-1.67268113328e+17	2.4137300196e+15	1.1067e-17	2.1747e-18	-1.1728e-17	2.3134e-17	0.98533	1.0	0.1599	6764.1097	0.4268	2.873	3.0728	0.0003
Cosmic~Eye	OIII1666	6787.062	1666.15	EMISSION	-0.0894	0.0475	-1.68965448401e+17	2.52164496679e+15	3.4977e-18	1.861e-18	-1.1728e-17	2.3134e-17	0.65814	1.0	0.0691	6785.8624	0.8406	2.1003	3.0728	0.0005
Cosmic~Eye	SiIII1882	7669.207	1882.707	EMISSION	-0.0182	0.0427	-1.71694356294e+17	3.1882657922e+15	6.8541e-19	1.6065e-18	-6.5177e-18	1.707e-17	0.42197	1.0	0.0209	7670.5625	2.4803	1.4117	3.0742	0.0013
Cosmic~Eye	SiIII1892	7707.1801	1892.029	EMISSION	-0.0111	0.0829	-1.70566755018e+17	3.06041772349e+15	4.2269e-19	3.1616e-18	4.5842e-18	4.7876e-18	-0.86924	1.0	0.0055	7708.5424	17.4178	3.2729	3.0742	0.0092
Cosmic~Eye	CIII]1906	7766.8732	1906.683	EMISSION	-0.4065	0.1077	-1.96458638e+17	3.79112467637e+15	1.5909e-17	4.2158e-18	6.8934e-18	6.8906e-18	1.3084	1.0	0.2003	7765.5004	0.8049	3.2983	3.0728	0.0004
Cosmic~Eye	CIII]1908	7775.2279	1908.734	EMISSION	-0.3372	0.1205	-2.07523691131e+17	4.16314195243e+15	1.3235e-17	4.7284e-18	6.8934e-18	6.8906e-18	0.92034	1.0	0.166	7775.8726	0.8399	3.3018	3.0738	0.0004
